CURSO_ACADEMICO,LOCALIDAD,ESTUDIO,TIPO_ESTUDIO,TIPO_EGRESO,SEXO,ALUMNOS_GRADUADOS,ALUMNOS_INTERRUMPEN_ESTUDIOS,ALUMNOS_INTERRUMPEN_EST_ANO1,ALUMNOS_TRASLADAN_OTRA_UNIV,DURACION_MEDIA_GRADUADOS,TASA_EFICIENCIA,FECHA_ACTUALIZACION
2021,Zaragoza,Grado: Finanzas y Contabilidad,Grado,Traslado a otra Universidad,Hombres,0,0,0,4,,,30/10/2022
2021,Zaragoza,Grado: Finanzas y Contabilidad,Grado,Traslado a otra Universidad,Mujeres,0,0,0,1,,,30/10/2022
2021,Zaragoza,Grado: Física,Grado,Abandono Voluntario,Hombres,0,1,1,0,,,30/10/2022
2021,Zaragoza,Grado: Física,Grado,Abandono Voluntario,Mujeres,0,1,1,0,,,30/10/2022
2021,Zaragoza,Grado: Física,Grado,Cambio de estudios sin simultaneidad,Hombres,0,6,4,0,,,30/10/2022
2021,Zaragoza,Grado: Física,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,3,1,0,,,30/10/2022
2021,Zaragoza,Grado: Física,Grado,Graduado,Hombres,34,0,0,0,"4,87","85,77",30/10/2022
2021,Zaragoza,Grado: Física,Grado,Graduado,Mujeres,21,0,0,0,"4,61","87,64",30/10/2022
2021,Zaragoza,Grado: Física,Grado,Traslado a otra Universidad,Hombres,0,0,0,5,,,30/10/2022
2021,Zaragoza,Grado: Fisioterapia,Grado,Abandono Voluntario,Hombres,0,2,1,0,,,30/10/2022
2021,Zaragoza,Grado: Fisioterapia,Grado,Abandono Voluntario,Mujeres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Grado: Fisioterapia,Grado,Graduado,Hombres,18,0,0,0,"4,00","98,61",30/10/2022
2021,Zaragoza,Grado: Fisioterapia,Grado,Graduado,Mujeres,32,0,0,0,"4,00","99,34",30/10/2022
2021,Zaragoza,Grado: Fisioterapia,Grado,Traslado a otra Universidad,Mujeres,0,0,0,3,,,30/10/2022
2021,Zaragoza,Grado: Geografía y Ordenación del Territorio,Grado,Abandono Voluntario,Hombres,0,18,4,0,,,30/10/2022
2021,Zaragoza,Grado: Geografía y Ordenación del Territorio,Grado,Abandono Voluntario,Mujeres,0,1,1,0,,,30/10/2022
2021,Zaragoza,Grado: Geografía y Ordenación del Territorio,Grado,Cambio de estudios sin simultaneidad,Hombres,0,1,1,0,,,30/10/2022
2021,Zaragoza,Grado: Geografía y Ordenación del Territorio,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,1,1,0,,,30/10/2022
2021,Zaragoza,Grado: Geografía y Ordenación del Territorio,Grado,Graduado,Hombres,11,0,0,0,"5,55","86,43",30/10/2022
2021,Zaragoza,Grado: Geografía y Ordenación del Territorio,Grado,Graduado,Mujeres,6,0,0,0,"4,67","96,03",30/10/2022
2021,Zaragoza,Grado: Geografía y Ordenación del Territorio,Grado,Traslado a otra Universidad,Mujeres,0,0,0,1,,,30/10/2022
2021,Zaragoza,Grado: Geología,Grado,Abandono Voluntario,Hombres,0,8,8,0,,,30/10/2022
2021,Zaragoza,Grado: Geología,Grado,Abandono Voluntario,Mujeres,0,5,3,0,,,30/10/2022
2021,Zaragoza,Grado: Geología,Grado,Cambio de estudios sin simultaneidad,Hombres,0,3,3,0,,,30/10/2022
2021,Zaragoza,Grado: Geología,Grado,Graduado,Hombres,11,0,0,0,"5,40","84,24",30/10/2022
2021,Zaragoza,Grado: Geología,Grado,Graduado,Mujeres,6,0,0,0,"4,00","98,12",30/10/2022
2021,Zaragoza,Grado: Geología,Grado,Traslado a otra Universidad,Mujeres,0,0,0,1,,,30/10/2022
2021,Zaragoza,Grado: Historia,Grado,Abandono Voluntario,Hombres,0,36,13,0,,,30/10/2022
2021,Zaragoza,Grado: Historia,Grado,Abandono Voluntario,Mujeres,0,19,6,0,,,30/10/2022
2021,Zaragoza,Grado: Historia,Grado,Cambio de estudios sin simultaneidad,Hombres,0,2,2,0,,,30/10/2022
2021,Zaragoza,Grado: Historia,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,2,2,0,,,30/10/2022
2021,Zaragoza,Grado: Historia,Grado,Graduado,Hombres,45,0,0,0,"4,68","92,33",30/10/2022
2021,Zaragoza,Grado: Historia,Grado,Graduado,Mujeres,24,0,0,0,"4,92","91,72",30/10/2022
2021,Zaragoza,Grado: Historia,Grado,Traslado a otra Universidad,Hombres,0,0,0,3,,,30/10/2022
2021,Zaragoza,Grado: Historia,Grado,Traslado a otra Universidad,Mujeres,0,0,0,2,,,30/10/2022
2021,Zaragoza,Grado: Historia del Arte,Grado,Abandono Voluntario,Hombres,0,11,7,0,,,30/10/2022
2021,Zaragoza,Grado: Historia del Arte,Grado,Abandono Voluntario,Mujeres,0,27,11,0,,,30/10/2022
2021,Zaragoza,Grado: Historia del Arte,Grado,Cambio de estudios sin simultaneidad,Hombres,0,3,3,0,,,30/10/2022
2021,Zaragoza,Grado: Historia del Arte,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,2,1,0,,,30/10/2022
2021,Zaragoza,Grado: Historia del Arte,Grado,Graduado,Hombres,10,0,0,0,"5,25","90,87",30/10/2022
2021,Zaragoza,Grado: Historia del Arte,Grado,Graduado,Mujeres,15,0,0,0,"5,15","93,88",30/10/2022
2021,Zaragoza,Grado: Historia del Arte,Grado,Traslado a otra Universidad,Hombres,0,0,0,1,,,30/10/2022
2021,Zaragoza,Grado: Historia del Arte,Grado,Traslado a otra Universidad,Mujeres,0,0,0,3,,,30/10/2022
2021,Zaragoza,Grado: Información y Documentación,Grado,Abandono Voluntario,Mujeres,0,6,4,0,,,30/10/2022
2021,Zaragoza,Grado: Información y Documentación,Grado,Graduado,Hombres,2,0,0,0,"8,00","82,47",30/10/2022
2021,Zaragoza,Grado: Información y Documentación,Grado,Graduado,Mujeres,5,0,0,0,"4,40","93,40",30/10/2022
2021,Zaragoza,Grado: Ingeniería de Organización Industrial,Grado,Abandono Voluntario,Hombres,0,10,8,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería de Organización Industrial,Grado,Abandono Voluntario,Mujeres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería de Organización Industrial,Grado,Cambio de estudios sin simultaneidad,Hombres,0,1,1,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería de Organización Industrial,Grado,Graduado,Hombres,190,0,0,0,"5,39","92,37",30/10/2022
2021,Zaragoza,Grado: Ingeniería de Organización Industrial,Grado,Graduado,Mujeres,18,0,0,0,"5,69","87,90",30/10/2022
2021,Zaragoza,Grado: Ingeniería de Organización Industrial,Grado,Traslado a otra Universidad,Hombres,0,0,0,14,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería de Organización Industrial,Grado,Traslado a otra Universidad,Mujeres,0,0,0,1,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería de Tecnologías Industriales,Grado,Abandono Voluntario,Hombres,0,24,10,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería de Tecnologías Industriales,Grado,Abandono Voluntario,Mujeres,0,3,2,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería de Tecnologías Industriales,Grado,Cambio de estudios sin simultaneidad,Hombres,0,21,9,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería de Tecnologías Industriales,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería de Tecnologías Industriales,Grado,Graduado,Hombres,64,0,0,0,"5,20","81,61",30/10/2022
2021,Zaragoza,Grado: Ingeniería de Tecnologías Industriales,Grado,Graduado,Mujeres,21,0,0,0,"5,00","82,22",30/10/2022
2021,Zaragoza,Grado: Ingeniería de Tecnologías Industriales,Grado,Traslado a otra Universidad,Hombres,0,0,0,6,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería de Tecnologías Industriales,Grado,Traslado a otra Universidad,Mujeres,0,0,0,2,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería de Tecnologías y Servicios de Telecomunicación,Grado,Abandono Voluntario,Hombres,0,22,11,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería de Tecnologías y Servicios de Telecomunicación,Grado,Abandono Voluntario,Mujeres,0,4,2,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería de Tecnologías y Servicios de Telecomunicación,Grado,Cambio de estudios sin simultaneidad,Hombres,0,12,10,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería de Tecnologías y Servicios de Telecomunicación,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,2,2,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería de Tecnologías y Servicios de Telecomunicación,Grado,Graduado,Hombres,17,0,0,0,"4,92","79,33",30/10/2022
2021,Zaragoza,Grado: Ingeniería de Tecnologías y Servicios de Telecomunicación,Grado,Graduado,Mujeres,2,0,0,0,"4,00","76,30",30/10/2022
2021,Zaragoza,Grado: Ingeniería de Tecnologías y Servicios de Telecomunicación,Grado,Traslado a otra Universidad,Hombres,0,0,0,4,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería de Tecnologías y Servicios de Telecomunicación,Grado,Traslado a otra Universidad,Mujeres,0,0,0,1,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Electrica,Grado,Abandono Voluntario,Hombres,0,15,7,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Electrica,Grado,Cambio de estudios sin simultaneidad,Hombres,0,5,2,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Electrica,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,2,1,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Electrica,Grado,Graduado,Hombres,19,0,0,0,"5,86","75,05",30/10/2022
2021,Zaragoza,Grado: Ingeniería Electrica,Grado,Graduado,Mujeres,3,0,0,0,"6,00","74,51",30/10/2022
2021,Zaragoza,Grado: Ingeniería Electrica,Grado,Traslado a otra Universidad,Hombres,0,0,0,3,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Electrica,Grado,Traslado a otra Universidad,Mujeres,0,0,0,1,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Electrónica y Automática,Grado,Abandono Voluntario,Hombres,0,37,29,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Electrónica y Automática,Grado,Abandono Voluntario,Mujeres,0,4,2,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Electrónica y Automática,Grado,Cambio de estudios sin simultaneidad,Hombres,0,6,2,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Electrónica y Automática,Grado,Graduado,Hombres,25,0,0,0,"5,71","76,82",30/10/2022
2021,Zaragoza,Grado: Ingeniería Electrónica y Automática,Grado,Graduado,Mujeres,8,0,0,0,"5,86","76,13",30/10/2022
2021,Zaragoza,Grado: Ingeniería Electrónica y Automática,Grado,Traslado a otra Universidad,Hombres,0,0,0,2,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Electrónica y Automática,Grado,Traslado a otra Universidad,Mujeres,0,0,0,1,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Informática,Grado,Abandono Voluntario,Hombres,0,16,5,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Informática,Grado,Abandono Voluntario,Mujeres,0,3,1,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Informática,Grado,Cambio de estudios sin simultaneidad,Hombres,0,7,6,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Informática,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,1,1,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Informática,Grado,Graduado,Hombres,49,0,0,0,"4,73","90,56",30/10/2022
2021,Zaragoza,Grado: Ingeniería Informática,Grado,Graduado,Mujeres,9,0,0,0,"5,00","89,26",30/10/2022
2021,Zaragoza,Grado: Ingeniería Informática,Grado,Traslado a otra Universidad,Hombres,0,0,0,4,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Mecánica,Grado,Abandono Voluntario,Hombres,0,44,21,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Mecánica,Grado,Abandono Voluntario,Mujeres,0,6,1,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Mecánica,Grado,Cambio de estudios sin simultaneidad,Hombres,0,26,18,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Mecánica,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,6,5,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Mecánica,Grado,Graduado,Hombres,70,0,0,0,"5,50","77,12",30/10/2022
2021,Zaragoza,Grado: Ingeniería Mecánica,Grado,Graduado,Mujeres,9,0,0,0,"5,44","80,36",30/10/2022
2021,Zaragoza,Grado: Ingeniería Mecánica,Grado,Traslado a otra Universidad,Hombres,0,0,0,6,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Mecánica,Grado,Traslado a otra Universidad,Mujeres,0,0,0,2,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Química,Grado,Abandono Voluntario,Hombres,0,10,8,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Química,Grado,Abandono Voluntario,Mujeres,0,7,4,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Química,Grado,Cambio de estudios sin simultaneidad,Hombres,0,7,6,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Química,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,5,4,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Química,Grado,Graduado,Hombres,8,0,0,0,"5,50","82,26",30/10/2022
2021,Zaragoza,Grado: Ingeniería Química,Grado,Graduado,Mujeres,14,0,0,0,"5,14","82,62",30/10/2022
2021,Zaragoza,Grado: Ingeniería Química,Grado,Traslado a otra Universidad,Hombres,0,0,0,1,,,30/10/2022
2021,Zaragoza,Grado: Ingeniería Química,Grado,Traslado a otra Universidad,Mujeres,0,0,0,2,,,30/10/2022
2021,Zaragoza,Grado: Ingeniero en Diseño Industrial y Desarrollo de Producto,Grado,Abandono Voluntario,Hombres,0,7,5,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniero en Diseño Industrial y Desarrollo de Producto,Grado,Abandono Voluntario,Mujeres,0,3,1,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniero en Diseño Industrial y Desarrollo de Producto,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,1,1,0,,,30/10/2022
2021,Zaragoza,Grado: Ingeniero en Diseño Industrial y Desarrollo de Producto,Grado,Graduado,Hombres,25,0,0,0,"4,68","89,52",30/10/2022
2021,Zaragoza,Grado: Ingeniero en Diseño Industrial y Desarrollo de Producto,Grado,Graduado,Mujeres,32,0,0,0,"4,70","88,02",30/10/2022
2021,Zaragoza,Grado: Ingeniero en Diseño Industrial y Desarrollo de Producto,Grado,Traslado a otra Universidad,Hombres,0,0,0,1,,,30/10/2022
2021,Zaragoza,Grado: Ingeniero en Diseño Industrial y Desarrollo de Producto,Grado,Traslado a otra Universidad,Mujeres,0,0,0,3,,,30/10/2022
2021,Zaragoza,Grado: Lenguas Modernas,Grado,Abandono Voluntario,Hombres,0,4,0,0,,,30/10/2022
2021,Zaragoza,Grado: Lenguas Modernas,Grado,Abandono Voluntario,Mujeres,0,10,4,0,,,30/10/2022
2021,Zaragoza,Grado: Lenguas Modernas,Grado,Cambio de estudios sin simultaneidad,Hombres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Grado: Lenguas Modernas,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,4,3,0,,,30/10/2022
2021,Zaragoza,Grado: Lenguas Modernas,Grado,Graduado,Hombres,2,0,0,0,"4,00","89,89",30/10/2022
2021,Zaragoza,Grado: Lenguas Modernas,Grado,Graduado,Mujeres,12,0,0,0,"4,73","90,35",30/10/2022
2021,Zaragoza,Grado: Lenguas Modernas,Grado,Traslado a otra Universidad,Hombres,0,0,0,1,,,30/10/2022
2021,Zaragoza,Grado: Lenguas Modernas,Grado,Traslado a otra Universidad,Mujeres,0,0,0,5,,,30/10/2022
2021,Zaragoza,Grado: Magisterio en Educación Infantil,Grado,Abandono Voluntario,Hombres,0,1,1,0,,,30/10/2022
2021,Zaragoza,Grado: Magisterio en Educación Infantil,Grado,Abandono Voluntario,Mujeres,0,8,6,0,,,30/10/2022
2021,Zaragoza,Grado: Magisterio en Educación Infantil,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,4,4,0,,,30/10/2022
2021,Zaragoza,Grado: Magisterio en Educación Infantil,Grado,Graduado,Hombres,3,0,0,0,"6,50","72,07",30/10/2022
2021,Zaragoza,Grado: Magisterio en Educación Infantil,Grado,Graduado,Mujeres,84,0,0,0,"4,18","96,83",30/10/2022
2021,Zaragoza,Grado: Magisterio en Educación Primaria,Grado,Abandono Voluntario,Hombres,0,7,3,0,,,30/10/2022
2021,Zaragoza,Grado: Magisterio en Educación Primaria,Grado,Abandono Voluntario,Mujeres,0,16,7,0,,,30/10/2022
2021,Zaragoza,Grado: Magisterio en Educación Primaria,Grado,Cambio de estudios sin simultaneidad,Hombres,0,8,8,0,,,30/10/2022
2021,Zaragoza,Grado: Magisterio en Educación Primaria,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,6,2,0,,,30/10/2022
2021,Zaragoza,Grado: Magisterio en Educación Primaria,Grado,Graduado,Hombres,77,0,0,0,"4,51","91,87",30/10/2022
2021,Zaragoza,Grado: Magisterio en Educación Primaria,Grado,Graduado,Mujeres,147,0,0,0,"4,24","95,57",30/10/2022
2021,Zaragoza,Grado: Marketing e Investigación de Mercados,Grado,Abandono Voluntario,Hombres,0,29,15,0,,,30/10/2022
2021,Zaragoza,Grado: Marketing e Investigación de Mercados,Grado,Abandono Voluntario,Mujeres,0,18,5,0,,,30/10/2022
2021,Zaragoza,Grado: Marketing e Investigación de Mercados,Grado,Cambio de estudios sin simultaneidad,Hombres,0,5,4,0,,,30/10/2022
2021,Zaragoza,Grado: Marketing e Investigación de Mercados,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,3,2,0,,,30/10/2022
2021,Zaragoza,Grado: Marketing e Investigación de Mercados,Grado,Graduado,Hombres,33,0,0,0,"4,73","87,63",30/10/2022
2021,Zaragoza,Grado: Marketing e Investigación de Mercados,Grado,Graduado,Mujeres,46,0,0,0,"5,42","83,39",30/10/2022
2021,Zaragoza,Grado: Marketing e Investigación de Mercados,Grado,Traslado a otra Universidad,Hombres,0,0,0,4,,,30/10/2022
2021,Zaragoza,Grado: Matemáticas,Grado,Abandono Voluntario,Hombres,0,2,0,0,,,30/10/2022
2021,Zaragoza,Grado: Matemáticas,Grado,Cambio de estudios sin simultaneidad,Hombres,0,4,3,0,,,30/10/2022
2021,Zaragoza,Grado: Matemáticas,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,2,0,0,,,30/10/2022
2021,Zaragoza,Grado: Matemáticas,Grado,Graduado,Hombres,39,0,0,0,"4,85","85,98",30/10/2022
2021,Zaragoza,Grado: Matemáticas,Grado,Graduado,Mujeres,15,0,0,0,"5,00","83,82",30/10/2022
2021,Zaragoza,Grado: Matemáticas,Grado,Traslado a otra Universidad,Hombres,0,0,0,1,,,30/10/2022
2021,Zaragoza,Grado: Matemáticas,Grado,Traslado a otra Universidad,Mujeres,0,0,0,2,,,30/10/2022
2021,Zaragoza,Grado: Medicina,Grado,Abandono Voluntario,Hombres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Grado: Medicina,Grado,Abandono Voluntario,Mujeres,0,3,2,0,,,30/10/2022
2021,Zaragoza,Grado: Medicina,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,2,1,0,,,30/10/2022
2021,Zaragoza,Grado: Medicina,Grado,Graduado,Hombres,56,0,0,0,"6,07","95,96",30/10/2022
2021,Zaragoza,Grado: Medicina,Grado,Graduado,Mujeres,140,0,0,0,"5,96","96,80",30/10/2022
2021,Zaragoza,Grado: Medicina,Grado,Traslado a otra Universidad,Hombres,0,0,0,1,,,30/10/2022
2021,Zaragoza,Grado: Medicina,Grado,Traslado a otra Universidad,Mujeres,0,0,0,6,,,30/10/2022
2021,Zaragoza,Grado: Óptica y Optometría,Grado,Abandono Voluntario,Hombres,0,6,2,0,,,30/10/2022
2021,Zaragoza,Grado: Óptica y Optometría,Grado,Abandono Voluntario,Mujeres,0,5,2,0,,,30/10/2022
2021,Zaragoza,Grado: Óptica y Optometría,Grado,Graduado,Hombres,16,0,0,0,"4,33","92,56",30/10/2022
2021,Zaragoza,Grado: Óptica y Optometría,Grado,Graduado,Mujeres,27,0,0,0,"4,35","89,93",30/10/2022
2021,Zaragoza,Grado: Óptica y Optometría,Grado,Traslado a otra Universidad,Mujeres,0,0,0,1,,,30/10/2022
2021,Zaragoza,Grado: Periodismo,Grado,Abandono Voluntario,Hombres,0,4,1,0,,,30/10/2022
2021,Zaragoza,Grado: Periodismo,Grado,Abandono Voluntario,Mujeres,0,6,1,0,,,30/10/2022
2021,Zaragoza,Grado: Periodismo,Grado,Cambio de estudios sin simultaneidad,Hombres,0,2,0,0,,,30/10/2022
2021,Zaragoza,Grado: Periodismo,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Grado: Periodismo,Grado,Graduado,Hombres,16,0,0,0,"4,19","97,53",30/10/2022
2021,Zaragoza,Grado: Periodismo,Grado,Graduado,Mujeres,24,0,0,0,"4,50","98,16",30/10/2022
2021,Zaragoza,Grado: Periodismo,Grado,Traslado a otra Universidad,Mujeres,0,0,0,2,,,30/10/2022
2021,Zaragoza,Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas,Grado,Abandono Voluntario,Hombres,0,2,1,0,,,30/10/2022
2021,Zaragoza,Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas,Grado,Abandono Voluntario,Mujeres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas,Grado,Cambio de estudios sin simultaneidad,Hombres,0,1,1,0,,,30/10/2022
2021,Zaragoza,Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas,Grado,Traslado a otra Universidad,Hombres,0,0,0,2,,,30/10/2022
2021,Zaragoza,Grado: Programa conjunto en Matemáticas-Ingeniería Informática,Grado,Abandono Voluntario,Hombres,0,1,1,0,,,30/10/2022
2021,Zaragoza,Grado: Programa conjunto en Matemáticas-Ingeniería Informática,Grado,Abandono Voluntario,Mujeres,0,1,1,0,,,30/10/2022
2021,Zaragoza,Grado: Programa conjunto Física-Matemáticas (FisMat),Grado,Traslado a otra Universidad,Hombres,0,0,0,1,,,30/10/2022
2021,Zaragoza,Grado: Química,Grado,Abandono Voluntario,Hombres,0,15,6,0,,,30/10/2022
2021,Zaragoza,Grado: Química,Grado,Abandono Voluntario,Mujeres,0,12,2,0,,,30/10/2022
2021,Zaragoza,Grado: Química,Grado,Cambio de estudios sin simultaneidad,Hombres,0,8,6,0,,,30/10/2022
2021,Zaragoza,Grado: Química,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,7,5,0,,,30/10/2022
2021,Zaragoza,Grado: Química,Grado,Graduado,Hombres,27,0,0,0,"5,20","82,21",30/10/2022
2021,Zaragoza,Grado: Química,Grado,Graduado,Mujeres,47,0,0,0,"5,26","81,79",30/10/2022
2021,Zaragoza,Grado: Química,Grado,Traslado a otra Universidad,Hombres,0,0,0,2,,,30/10/2022
2021,Zaragoza,Grado: Química,Grado,Traslado a otra Universidad,Mujeres,0,0,0,2,,,30/10/2022
2021,Zaragoza,Grado: Relaciones Laborales y Recursos Humanos,Grado,Abandono Voluntario,Hombres,0,33,12,0,,,30/10/2022
2021,Zaragoza,Grado: Relaciones Laborales y Recursos Humanos,Grado,Abandono Voluntario,Mujeres,0,28,10,0,,,30/10/2022
2021,Zaragoza,Grado: Relaciones Laborales y Recursos Humanos,Grado,Cambio de estudios sin simultaneidad,Hombres,0,6,5,0,,,30/10/2022
2021,Zaragoza,Grado: Relaciones Laborales y Recursos Humanos,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,2,2,0,,,30/10/2022
2021,Zaragoza,Grado: Relaciones Laborales y Recursos Humanos,Grado,Graduado,Hombres,30,0,0,0,"5,74","85,12",30/10/2022
2021,Zaragoza,Grado: Relaciones Laborales y Recursos Humanos,Grado,Graduado,Mujeres,60,0,0,0,"5,54","83,85",30/10/2022
2021,Zaragoza,Grado: Relaciones Laborales y Recursos Humanos,Grado,Traslado a otra Universidad,Hombres,0,0,0,3,,,30/10/2022
2021,Zaragoza,Grado: Relaciones Laborales y Recursos Humanos,Grado,Traslado a otra Universidad,Mujeres,0,0,0,3,,,30/10/2022
2021,Zaragoza,Grado: Terapia Ocupacional,Grado,Abandono Voluntario,Hombres,0,1,1,0,,,30/10/2022
2021,Zaragoza,Grado: Terapia Ocupacional,Grado,Abandono Voluntario,Mujeres,0,4,2,0,,,30/10/2022
2021,Zaragoza,Grado: Terapia Ocupacional,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,4,4,0,,,30/10/2022
2021,Zaragoza,Grado: Terapia Ocupacional,Grado,Graduado,Hombres,6,0,0,0,"4,00","96,93",30/10/2022
2021,Zaragoza,Grado: Terapia Ocupacional,Grado,Graduado,Mujeres,58,0,0,0,"4,09","96,06",30/10/2022
2021,Zaragoza,Grado: Terapia Ocupacional,Grado,Traslado a otra Universidad,Mujeres,0,0,0,2,,,30/10/2022
2021,Zaragoza,Grado: Trabajo Social,Grado,Abandono Voluntario,Hombres,0,10,2,0,,,30/10/2022
2021,Zaragoza,Grado: Trabajo Social,Grado,Abandono Voluntario,Mujeres,0,22,13,0,,,30/10/2022
2021,Zaragoza,Grado: Trabajo Social,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,2,1,0,,,30/10/2022
2021,Zaragoza,Grado: Trabajo Social,Grado,Graduado,Hombres,16,0,0,0,"4,81","88,18",30/10/2022
2021,Zaragoza,Grado: Trabajo Social,Grado,Graduado,Mujeres,122,0,0,0,"4,25","93,86",30/10/2022
2021,Zaragoza,Grado: Trabajo Social,Grado,Traslado a otra Universidad,Mujeres,0,0,0,5,,,30/10/2022
2021,Zaragoza,Grado: Turismo,Grado,Abandono Voluntario,Hombres,0,14,8,0,,,30/10/2022
2021,Zaragoza,Grado: Turismo,Grado,Abandono Voluntario,Mujeres,0,12,8,0,,,30/10/2022
2021,Zaragoza,Grado: Turismo,Grado,Cambio de estudios sin simultaneidad,Hombres,0,3,2,0,,,30/10/2022
2021,Zaragoza,Grado: Turismo,Grado,Graduado,Hombres,7,0,0,0,"4,50","91,93",30/10/2022
2021,Zaragoza,Grado: Turismo,Grado,Graduado,Mujeres,28,0,0,0,"4,83","87,65",30/10/2022
2021,Zaragoza,Grado: Veterinaria,Grado,Abandono Voluntario,Hombres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Grado: Veterinaria,Grado,Abandono Voluntario,Mujeres,0,9,5,0,,,30/10/2022
2021,Zaragoza,Grado: Veterinaria,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,1,1,0,,,30/10/2022
2021,Zaragoza,Grado: Veterinaria,Grado,Graduado,Hombres,22,0,0,0,"5,15","96,21",30/10/2022
2021,Zaragoza,Grado: Veterinaria,Grado,Graduado,Mujeres,80,0,0,0,"5,41","91,22",30/10/2022
2021,Zaragoza,Grado: Veterinaria,Grado,Traslado a otra Universidad,Hombres,0,0,0,2,,,30/10/2022
2021,Zaragoza,Grado: Veterinaria,Grado,Traslado a otra Universidad,Mujeres,0,0,0,4,,,30/10/2022
2021,Zaragoza,Historia del Arte,Licenciatura o equivalente,Traslado a otra Universidad,Hombres,0,0,0,1,,,30/10/2022
