CURSO_ACADEMICO,LOCALIDAD,ESTUDIO,TIPO_ESTUDIO,TIPO_EGRESO,SEXO,ALUMNOS_GRADUADOS,ALUMNOS_INTERRUMPEN_ESTUDIOS,ALUMNOS_INTERRUMPEN_EST_ANO1,ALUMNOS_TRASLADAN_OTRA_UNIV,DURACION_MEDIA_GRADUADOS,TASA_EFICIENCIA,FECHA_ACTUALIZACION
2021,Zaragoza,Doctorado: PD Economía y gestión de las organizaciones [RD 99/2011],Doctorado,Graduado,Hombres,2,0,0,0,"4,17",,30/10/2022
2021,Zaragoza,Doctorado: PD Economía y gestión de las organizaciones [RD 99/2011],Doctorado,Graduado,Mujeres,2,0,0,0,"3,17",,30/10/2022
2021,Zaragoza,Doctorado: PD Economía y gestión de las organizaciones [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Hombres,0,2,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Economía y gestión de las organizaciones [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Mujeres,0,3,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Educación [RD 99/2011],Doctorado,Abandono Voluntario,Hombres,0,3,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Educación [RD 99/2011],Doctorado,Abandono Voluntario,Mujeres,0,3,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Educación [RD 99/2011],Doctorado,Graduado,Hombres,8,0,0,0,"3,46",,30/10/2022
2021,Zaragoza,Doctorado: PD Educación [RD 99/2011],Doctorado,Graduado,Mujeres,13,0,0,0,"4,33",,30/10/2022
2021,Zaragoza,Doctorado: PD Educación [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Hombres,0,3,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Educación [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Mujeres,0,5,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Energías renovables y eficiencia energética [RD 99/2011],Doctorado,Graduado,Hombres,3,0,0,0,"4,89",,30/10/2022
2021,Zaragoza,Doctorado: PD Energías renovables y eficiencia energética [RD 99/2011],Doctorado,Graduado,Mujeres,1,0,0,0,"2,86",,30/10/2022
2021,Zaragoza,Doctorado: PD Energías renovables y eficiencia energética [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Hombres,0,5,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Energías renovables y eficiencia energética [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Mujeres,0,3,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Estudios ingleses [RD 99/2011],Doctorado,Abandono Voluntario,Hombres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Estudios ingleses [RD 99/2011],Doctorado,Graduado,Hombres,1,0,0,0,"4,48",,30/10/2022
2021,Zaragoza,Doctorado: PD Estudios ingleses [RD 99/2011],Doctorado,Graduado,Mujeres,5,0,0,0,"4,52",,30/10/2022
2021,Zaragoza,Doctorado: PD Filosofía [RD 99/2011],Doctorado,Graduado,Hombres,1,0,0,0,"4,21",,30/10/2022
2021,Zaragoza,Doctorado: PD Física [RD 99/2011],Doctorado,Abandono Voluntario,Hombres,0,3,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Física [RD 99/2011],Doctorado,Graduado,Hombres,10,0,0,0,"4,43",,30/10/2022
2021,Zaragoza,Doctorado: PD Física [RD 99/2011],Doctorado,Graduado,Mujeres,2,0,0,0,"3,87",,30/10/2022
2021,Zaragoza,Doctorado: PD Física [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Hombres,0,2,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Geología [RD 99/2011],Doctorado,Abandono Voluntario,Mujeres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Geología [RD 99/2011],Doctorado,Graduado,Hombres,2,0,0,0,"5,26",,30/10/2022
2021,Zaragoza,Doctorado: PD Geología [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Hombres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Geología [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Mujeres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Historia contemporánea [RD 99/2011],Doctorado,Abandono Voluntario,Hombres,0,2,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Historia contemporánea [RD 99/2011],Doctorado,Graduado,Hombres,2,0,0,0,"4,64",,30/10/2022
2021,Zaragoza,Doctorado: PD Historia contemporánea [RD 99/2011],Doctorado,Graduado,Mujeres,2,0,0,0,"5,31",,30/10/2022
2021,Zaragoza,Doctorado: PD Historia contemporánea [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Mujeres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Historia del arte [RD 99/2011],Doctorado,Abandono Voluntario,Hombres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Historia del arte [RD 99/2011],Doctorado,Abandono Voluntario,Mujeres,0,2,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Historia del arte [RD 99/2011],Doctorado,Graduado,Hombres,5,0,0,0,"5,34",,30/10/2022
2021,Zaragoza,Doctorado: PD Historia del arte [RD 99/2011],Doctorado,Graduado,Mujeres,3,0,0,0,"4,66",,30/10/2022
2021,Zaragoza,Doctorado: PD Historia del arte [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Mujeres,0,1,0,0,,,30/10/2022
2021,Zaragoza,"Doctorado: PD Historia, sociedad y cultura: épocas medieval y moderna [RD 99/2011]",Doctorado,Graduado,Mujeres,1,0,0,0,"2,90",,30/10/2022
2021,Zaragoza,"Doctorado: PD Historia, sociedad y cultura: épocas medieval y moderna [RD 99/2011]",Doctorado,Incumple Régimen de permanencia,Hombres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Información y Comunicación [RD 99/2011],Doctorado,Graduado,Mujeres,1,0,0,0,"5,28",,30/10/2022
2021,Zaragoza,Doctorado: PD Información y Comunicación [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Mujeres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería biomédica [RD 99/2011],Doctorado,Abandono Voluntario,Hombres,0,2,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería biomédica [RD 99/2011],Doctorado,Abandono Voluntario,Mujeres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería biomédica [RD 99/2011],Doctorado,Graduado,Hombres,3,0,0,0,"4,71",,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería biomédica [RD 99/2011],Doctorado,Graduado,Mujeres,4,0,0,0,"5,02",,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería biomédica [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Mujeres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería de diseño y fabricación [RD 99/2011],Doctorado,Abandono Voluntario,Hombres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería de diseño y fabricación [RD 99/2011],Doctorado,Graduado,Hombres,1,0,0,0,"6,30",,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería de diseño y fabricación [RD 99/2011],Doctorado,Graduado,Mujeres,1,0,0,0,"4,65",,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería de sistemas e informática [RD 99/2011],Doctorado,Abandono Voluntario,Hombres,0,5,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería de sistemas e informática [RD 99/2011],Doctorado,Abandono Voluntario,Mujeres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería de sistemas e informática [RD 99/2011],Doctorado,Graduado,Hombres,6,0,0,0,"4,26",,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería de sistemas e informática [RD 99/2011],Doctorado,Graduado,Mujeres,2,0,0,0,"4,06",,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería de sistemas e informática [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Hombres,0,2,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería de sistemas e informática [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Mujeres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería electrónica [RD 99/2011],Doctorado,Graduado,Hombres,7,0,0,0,"4,45",,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería electrónica [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Hombres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería mecánica [RD 99/2011],Doctorado,Abandono Voluntario,Hombres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería mecánica [RD 99/2011],Doctorado,Abandono Voluntario,Mujeres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería mecánica [RD 99/2011],Doctorado,Graduado,Hombres,9,0,0,0,"4,09",,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería mecánica [RD 99/2011],Doctorado,Graduado,Mujeres,2,0,0,0,"3,40",,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería mecánica [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Hombres,0,2,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería química y del medio ambiente [RD 99/2011],Doctorado,Graduado,Hombres,3,0,0,0,"4,14",,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería química y del medio ambiente [RD 99/2011],Doctorado,Graduado,Mujeres,2,0,0,0,"3,82",,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería química y del medio ambiente [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Hombres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Ingeniería química y del medio ambiente [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Mujeres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Lingüística hispánica [RD 99/2011],Doctorado,Abandono Voluntario,Mujeres,0,3,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Lingüística hispánica [RD 99/2011],Doctorado,Graduado,Hombres,4,0,0,0,"4,91",,30/10/2022
2021,Zaragoza,Doctorado: PD Lingüística hispánica [RD 99/2011],Doctorado,Graduado,Mujeres,6,0,0,0,"5,90",,30/10/2022
2021,Zaragoza,Doctorado: PD Lingüística hispánica [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Mujeres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Literaturas hispánicas [RD 99/2011],Doctorado,Graduado,Mujeres,3,0,0,0,"5,56",,30/10/2022
2021,Zaragoza,Doctorado: PD Literaturas hispánicas [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Hombres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Literaturas hispánicas [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Mujeres,0,2,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Matemáticas y estadística [RD 99/2011],Doctorado,Graduado,Hombres,1,0,0,0,"5,21",,30/10/2022
2021,Zaragoza,Doctorado: PD Matemáticas y estadística [RD 99/2011],Doctorado,Graduado,Mujeres,1,0,0,0,"4,21",,30/10/2022
2021,Zaragoza,Doctorado: PD Matemáticas y estadística [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Hombres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Mecánica de fluidos [RD 99/2011],Doctorado,Graduado,Hombres,1,0,0,0,"4,33",,30/10/2022
2021,Zaragoza,Doctorado: PD Mecánica de fluidos [RD 99/2011],Doctorado,Graduado,Mujeres,1,0,0,0,"4,21",,30/10/2022
2021,Zaragoza,Doctorado: PD Medicina [RD 99/2011],Doctorado,Abandono Voluntario,Hombres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Medicina [RD 99/2011],Doctorado,Abandono Voluntario,Mujeres,0,12,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Medicina [RD 99/2011],Doctorado,Graduado,Hombres,6,0,0,0,"4,24",,30/10/2022
2021,Zaragoza,Doctorado: PD Medicina [RD 99/2011],Doctorado,Graduado,Mujeres,19,0,0,0,"4,60",,30/10/2022
2021,Zaragoza,Doctorado: PD Medicina [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Hombres,0,6,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Medicina [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Mujeres,0,10,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Medicina y sanidad animal [RD 99/2011],Doctorado,Abandono Voluntario,Hombres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Medicina y sanidad animal [RD 99/2011],Doctorado,Graduado,Hombres,1,0,0,0,"4,21",,30/10/2022
2021,Zaragoza,Doctorado: PD Medicina y sanidad animal [RD 99/2011],Doctorado,Graduado,Mujeres,1,0,0,0,"5,21",,30/10/2022
2021,Zaragoza,Doctorado: PD Nuevos territorios en la arquitectura [RD 99/2011],Doctorado,Graduado,Mujeres,3,0,0,0,"5,95",,30/10/2022
2021,Zaragoza,Doctorado: PD Nuevos territorios en la arquitectura [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Hombres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Ordenación del territorio y medio ambiente [RD 99/2011],Doctorado,Graduado,Hombres,2,0,0,0,"5,80",,30/10/2022
2021,Zaragoza,Doctorado: PD Ordenación del territorio y medio ambiente [RD 99/2011],Doctorado,Graduado,Mujeres,1,0,0,0,"5,20",,30/10/2022
2021,Zaragoza,Doctorado: PD Ordenación del territorio y medio ambiente [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Hombres,0,2,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Producción animal [RD 99/2011],Doctorado,Abandono Voluntario,Mujeres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Química física [RD 99/2011],Doctorado,Graduado,Mujeres,1,0,0,0,"3,26",,30/10/2022
2021,Zaragoza,Doctorado: PD Química inorgánica [RD 99/2011],Doctorado,Graduado,Hombres,4,0,0,0,"4,80",,30/10/2022
2021,Zaragoza,Doctorado: PD Química inorgánica [RD 99/2011],Doctorado,Graduado,Mujeres,1,0,0,0,"3,90",,30/10/2022
2021,Zaragoza,Doctorado: PD Química inorgánica [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Mujeres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Química orgánica [RD 99/2011],Doctorado,Graduado,Hombres,1,0,0,0,"5,21",,30/10/2022
2021,Zaragoza,Doctorado: PD Química orgánica [RD 99/2011],Doctorado,Graduado,Mujeres,2,0,0,0,"2,17",,30/10/2022
2021,Zaragoza,Doctorado: PD Relaciones de género y estudios feministas [RD 99/2011],Doctorado,Abandono Voluntario,Hombres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Relaciones de género y estudios feministas [RD 99/2011],Doctorado,Graduado,Mujeres,1,0,0,0,"5,31",,30/10/2022
2021,Zaragoza,Doctorado: PD Relaciones de género y estudios feministas [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Mujeres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Sociología de las políticas públicas y sociales [RD 99/2011],Doctorado,Abandono Voluntario,Hombres,0,2,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Sociología de las políticas públicas y sociales [RD 99/2011],Doctorado,Graduado,Hombres,3,0,0,0,"3,19",,30/10/2022
2021,Zaragoza,Doctorado: PD Sociología de las políticas públicas y sociales [RD 99/2011],Doctorado,Graduado,Mujeres,3,0,0,0,"4,76",,30/10/2022
2021,Zaragoza,Doctorado: PD Sociología de las políticas públicas y sociales [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Hombres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Sociología de las políticas públicas y sociales [RD 99/2011],Doctorado,Incumple Régimen de permanencia,Mujeres,0,2,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Tecnologías de la información y comunicaciones en redes moviles [RD 99/2011],Doctorado,Abandono Voluntario,Mujeres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Doctorado: PD Tecnologías de la información y comunicaciones en redes moviles [RD 99/2011],Doctorado,Graduado,Mujeres,2,0,0,0,"4,62",,30/10/2022
2021,Zaragoza,Filología Hispánica,Licenciatura o equivalente,Traslado a otra Universidad,Hombres,0,0,0,2,,,30/10/2022
2021,Zaragoza,Filología Inglesa,Licenciatura o equivalente,Traslado a otra Universidad,Mujeres,0,0,0,1,,,30/10/2022
2021,Zaragoza,Físicas,Licenciatura o equivalente,Traslado a otra Universidad,Mujeres,0,0,0,1,,,30/10/2022
2021,Zaragoza,Geografía e Historia,Licenciatura o equivalente,Traslado a otra Universidad,Mujeres,0,0,0,1,,,30/10/2022
2021,Zaragoza,Grado: Administración y Dirección de Empresas,Grado,Abandono Voluntario,Hombres,0,98,37,0,,,30/10/2022
2021,Zaragoza,Grado: Administración y Dirección de Empresas,Grado,Abandono Voluntario,Mujeres,0,51,13,0,,,30/10/2022
2021,Zaragoza,Grado: Administración y Dirección de Empresas,Grado,Cambio de estudios sin simultaneidad,Hombres,0,19,13,0,,,30/10/2022
2021,Zaragoza,Grado: Administración y Dirección de Empresas,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,9,7,0,,,30/10/2022
2021,Zaragoza,Grado: Administración y Dirección de Empresas,Grado,Graduado,Hombres,134,0,0,0,"5,35","85,04",30/10/2022
2021,Zaragoza,Grado: Administración y Dirección de Empresas,Grado,Graduado,Mujeres,145,0,0,0,"5,26","90,02",30/10/2022
2021,Zaragoza,Grado: Administración y Dirección de Empresas,Grado,Traslado a otra Universidad,Hombres,0,0,0,14,,,30/10/2022
2021,Zaragoza,Grado: Administración y Dirección de Empresas,Grado,Traslado a otra Universidad,Mujeres,0,0,0,5,,,30/10/2022
2021,Zaragoza,Grado: Biotecnología,Grado,Abandono Voluntario,Hombres,0,2,1,0,,,30/10/2022
2021,Zaragoza,Grado: Biotecnología,Grado,Abandono Voluntario,Mujeres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Grado: Biotecnología,Grado,Cambio de estudios sin simultaneidad,Hombres,0,3,3,0,,,30/10/2022
2021,Zaragoza,Grado: Biotecnología,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,1,1,0,,,30/10/2022
2021,Zaragoza,Grado: Biotecnología,Grado,Graduado,Hombres,19,0,0,0,"4,32","94,65",30/10/2022
2021,Zaragoza,Grado: Biotecnología,Grado,Graduado,Mujeres,44,0,0,0,"4,17","95,65",30/10/2022
2021,Zaragoza,Grado: Biotecnología,Grado,Traslado a otra Universidad,Hombres,0,0,0,1,,,30/10/2022
2021,Zaragoza,Grado: Ciencia y Tecnología de los Alimentos,Grado,Abandono Voluntario,Hombres,0,5,1,0,,,30/10/2022
2021,Zaragoza,Grado: Ciencia y Tecnología de los Alimentos,Grado,Abandono Voluntario,Mujeres,0,2,0,0,,,30/10/2022
2021,Zaragoza,Grado: Ciencia y Tecnología de los Alimentos,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,1,0,0,,,30/10/2022
2021,Zaragoza,Grado: Ciencia y Tecnología de los Alimentos,Grado,Graduado,Hombres,20,0,0,0,"4,74","92,31",30/10/2022
2021,Zaragoza,Grado: Ciencia y Tecnología de los Alimentos,Grado,Graduado,Mujeres,31,0,0,0,"4,55","94,72",30/10/2022
2021,Zaragoza,Grado: Ciencia y Tecnología de los Alimentos,Grado,Traslado a otra Universidad,Hombres,0,0,0,1,,,30/10/2022
2021,Zaragoza,Grado: Derecho,Grado,Abandono Voluntario,Hombres,0,18,6,0,,,30/10/2022
2021,Zaragoza,Grado: Derecho,Grado,Abandono Voluntario,Mujeres,0,36,12,0,,,30/10/2022
2021,Zaragoza,Grado: Derecho,Grado,Cambio de estudios sin simultaneidad,Hombres,0,6,3,0,,,30/10/2022
2021,Zaragoza,Grado: Derecho,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,9,4,0,,,30/10/2022
2021,Zaragoza,Grado: Derecho,Grado,Graduado,Hombres,106,0,0,0,"5,17","87,35",30/10/2022
2021,Zaragoza,Grado: Derecho,Grado,Graduado,Mujeres,189,0,0,0,"5,14","89,96",30/10/2022
2021,Zaragoza,Grado: Derecho,Grado,Traslado a otra Universidad,Hombres,0,0,0,13,,,30/10/2022
2021,Zaragoza,Grado: Derecho,Grado,Traslado a otra Universidad,Mujeres,0,0,0,7,,,30/10/2022
2021,Zaragoza,Grado: Economía,Grado,Abandono Voluntario,Hombres,0,59,33,0,,,30/10/2022
2021,Zaragoza,Grado: Economía,Grado,Abandono Voluntario,Mujeres,0,25,10,0,,,30/10/2022
2021,Zaragoza,Grado: Economía,Grado,Cambio de estudios sin simultaneidad,Hombres,0,15,8,0,,,30/10/2022
2021,Zaragoza,Grado: Economía,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,2,2,0,,,30/10/2022
2021,Zaragoza,Grado: Economía,Grado,Graduado,Hombres,53,0,0,0,"5,44","79,61",30/10/2022
2021,Zaragoza,Grado: Economía,Grado,Graduado,Mujeres,38,0,0,0,"5,22","82,56",30/10/2022
2021,Zaragoza,Grado: Economía,Grado,Traslado a otra Universidad,Hombres,0,0,0,8,,,30/10/2022
2021,Zaragoza,Grado: Economía,Grado,Traslado a otra Universidad,Mujeres,0,0,0,2,,,30/10/2022
2021,Zaragoza,Grado: Enfermería,Grado,Abandono Voluntario,Hombres,0,2,2,0,,,30/10/2022
2021,Zaragoza,Grado: Enfermería,Grado,Abandono Voluntario,Mujeres,0,3,3,0,,,30/10/2022
2021,Zaragoza,Grado: Enfermería,Grado,Cambio de estudios sin simultaneidad,Hombres,0,2,2,0,,,30/10/2022
2021,Zaragoza,Grado: Enfermería,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,5,5,0,,,30/10/2022
2021,Zaragoza,Grado: Enfermería,Grado,Graduado,Hombres,22,0,0,0,"4,00","95,76",30/10/2022
2021,Zaragoza,Grado: Enfermería,Grado,Graduado,Mujeres,124,0,0,0,"4,02","97,81",30/10/2022
2021,Zaragoza,Grado: Enfermería,Grado,Traslado a otra Universidad,Hombres,0,0,0,1,,,30/10/2022
2021,Zaragoza,Grado: Enfermería,Grado,Traslado a otra Universidad,Mujeres,0,0,0,7,,,30/10/2022
2021,Zaragoza,Grado: Estudios Clásicos,Grado,Abandono Voluntario,Hombres,0,3,1,0,,,30/10/2022
2021,Zaragoza,Grado: Estudios Clásicos,Grado,Abandono Voluntario,Mujeres,0,7,3,0,,,30/10/2022
2021,Zaragoza,Grado: Estudios Clásicos,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,3,2,0,,,30/10/2022
2021,Zaragoza,Grado: Estudios Clásicos,Grado,Graduado,Hombres,3,0,0,0,"4,00","96,00",30/10/2022
2021,Zaragoza,Grado: Estudios Clásicos,Grado,Graduado,Mujeres,4,0,0,0,"5,25","83,56",30/10/2022
2021,Zaragoza,Grado: Estudios Clásicos,Grado,Traslado a otra Universidad,Mujeres,0,0,0,2,,,30/10/2022
2021,Zaragoza,Grado: Estudios en Arquitectura,Grado,Abandono Voluntario,Hombres,0,12,5,0,,,30/10/2022
2021,Zaragoza,Grado: Estudios en Arquitectura,Grado,Abandono Voluntario,Mujeres,0,4,2,0,,,30/10/2022
2021,Zaragoza,Grado: Estudios en Arquitectura,Grado,Cambio de estudios sin simultaneidad,Hombres,0,2,1,0,,,30/10/2022
2021,Zaragoza,Grado: Estudios en Arquitectura,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,4,2,0,,,30/10/2022
2021,Zaragoza,Grado: Estudios en Arquitectura,Grado,Graduado,Hombres,14,0,0,0,"6,45","81,29",30/10/2022
2021,Zaragoza,Grado: Estudios en Arquitectura,Grado,Graduado,Mujeres,8,0,0,0,"6,50","84,18",30/10/2022
2021,Zaragoza,Grado: Estudios Ingleses,Grado,Abandono Voluntario,Hombres,0,9,4,0,,,30/10/2022
2021,Zaragoza,Grado: Estudios Ingleses,Grado,Abandono Voluntario,Mujeres,0,14,4,0,,,30/10/2022
2021,Zaragoza,Grado: Estudios Ingleses,Grado,Cambio de estudios sin simultaneidad,Hombres,0,2,1,0,,,30/10/2022
2021,Zaragoza,Grado: Estudios Ingleses,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,3,2,0,,,30/10/2022
2021,Zaragoza,Grado: Estudios Ingleses,Grado,Graduado,Hombres,10,0,0,0,"4,80","88,64",30/10/2022
2021,Zaragoza,Grado: Estudios Ingleses,Grado,Graduado,Mujeres,33,0,0,0,"4,66","88,33",30/10/2022
2021,Zaragoza,Grado: Estudios Ingleses,Grado,Traslado a otra Universidad,Hombres,0,0,0,2,,,30/10/2022
2021,Zaragoza,Grado: Estudios Ingleses,Grado,Traslado a otra Universidad,Mujeres,0,0,0,4,,,30/10/2022
2021,Zaragoza,Grado: Filología Hispánica,Grado,Abandono Voluntario,Hombres,0,6,2,0,,,30/10/2022
2021,Zaragoza,Grado: Filología Hispánica,Grado,Abandono Voluntario,Mujeres,0,14,7,0,,,30/10/2022
2021,Zaragoza,Grado: Filología Hispánica,Grado,Cambio de estudios sin simultaneidad,Hombres,0,5,4,0,,,30/10/2022
2021,Zaragoza,Grado: Filología Hispánica,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,3,2,0,,,30/10/2022
2021,Zaragoza,Grado: Filología Hispánica,Grado,Graduado,Hombres,8,0,0,0,"4,75","92,28",30/10/2022
2021,Zaragoza,Grado: Filología Hispánica,Grado,Graduado,Mujeres,24,0,0,0,"4,29","92,85",30/10/2022
2021,Zaragoza,Grado: Filología Hispánica,Grado,Traslado a otra Universidad,Mujeres,0,0,0,2,,,30/10/2022
2021,Zaragoza,Grado: Filosofía,Grado,Abandono Voluntario,Hombres,0,8,4,0,,,30/10/2022
2021,Zaragoza,Grado: Filosofía,Grado,Abandono Voluntario,Mujeres,0,10,3,0,,,30/10/2022
2021,Zaragoza,Grado: Filosofía,Grado,Cambio de estudios sin simultaneidad,Hombres,0,4,2,0,,,30/10/2022
2021,Zaragoza,Grado: Filosofía,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,2,2,0,,,30/10/2022
2021,Zaragoza,Grado: Filosofía,Grado,Graduado,Hombres,14,0,0,0,"5,25","84,35",30/10/2022
2021,Zaragoza,Grado: Filosofía,Grado,Graduado,Mujeres,12,0,0,0,"4,36","95,78",30/10/2022
2021,Zaragoza,Grado: Filosofía,Grado,Traslado a otra Universidad,Hombres,0,0,0,1,,,30/10/2022
2021,Zaragoza,Grado: Filosofía,Grado,Traslado a otra Universidad,Mujeres,0,0,0,6,,,30/10/2022
2021,Zaragoza,Grado: Finanzas y Contabilidad,Grado,Abandono Voluntario,Hombres,0,33,20,0,,,30/10/2022
2021,Zaragoza,Grado: Finanzas y Contabilidad,Grado,Abandono Voluntario,Mujeres,0,21,10,0,,,30/10/2022
2021,Zaragoza,Grado: Finanzas y Contabilidad,Grado,Cambio de estudios sin simultaneidad,Hombres,0,9,7,0,,,30/10/2022
2021,Zaragoza,Grado: Finanzas y Contabilidad,Grado,Cambio de estudios sin simultaneidad,Mujeres,0,6,3,0,,,30/10/2022
2021,Zaragoza,Grado: Finanzas y Contabilidad,Grado,Graduado,Hombres,40,0,0,0,"5,16","83,27",30/10/2022
2021,Zaragoza,Grado: Finanzas y Contabilidad,Grado,Graduado,Mujeres,28,0,0,0,"5,04","85,76",30/10/2022
